Date,Age,Account,MovementType,Amount,BalanceAfter,Remarks
2061-09-01,100002098,87,MA,Contribution,777.00,968382.15,"Monthly allocation"
2061-09-01,100002099,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-09-01,100002100,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-09-01,100002101,87,Excess,Payout In,74.00,211630.75,"Partial payout credited to excess"
2061-10-01,100002102,87,OA,Contribution,74.00,1180071.21,"Monthly allocation"
2061-10-01,100002103,87,MA,Contribution,777.00,969159.15,"Monthly allocation"
2061-10-01,100002104,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-10-01,100002105,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-10-01,100002106,87,Excess,Payout In,74.00,211704.75,"Partial payout credited to excess"
2061-11-01,100002107,87,OA,Contribution,74.00,1180145.21,"Monthly allocation"
2061-11-01,100002108,87,MA,Contribution,777.00,969936.15,"Monthly allocation"
2061-11-01,100002109,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-11-01,100002110,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2061-11-01,100002111,87,Excess,Payout In,74.00,211778.75,"Partial payout credited to excess"
2061-12-01,100002112,87,OA,Contribution,74.00,1180219.21,"Monthly allocation"
2061-12-01,100002113,87,MA,Contribution,777.00,970713.15,"Monthly allocation"
2061-12-01,100002114,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2061-12-01,100002115,87,OA,Interest,47208.77,1227427.98,"Annual base interest"
2061-12-01,100002116,87,MA,Interest,38828.53,1009541.68,"Annual base interest"
2061-12-01,100002117,87,RA,Interest,2.96,76.96,"Annual base + extra interest"
2061-12-01,100002118,87,RA,Extra Interest,900.00,976.96,"Annual base + extra interest"
2061-12-01,100002119,87,RA,Payout,930.00,46.96,"Monthly payout from RA"
2061-12-01,100002120,87,Excess,Payout In,930.00,212708.75,"Monthly payout credited to excess"
2062-01-01,100002121,87,OA,Contribution,74.00,1227501.98,"Monthly allocation"
2062-01-01,100002122,87,MA,Contribution,777.00,1010318.68,"Monthly allocation"
2062-01-01,100002123,87,RA,Contribution,74.00,120.96,"Monthly allocation"
2062-01-01,100002124,87,RA,Payout,120.96,0.00,"Partial payout from RA"
2062-01-01,100002125,87,Excess,Payout In,120.96,212829.71,"Partial payout credited to excess"
2062-02-01,100002126,87,OA,Contribution,74.00,1227575.98,"Monthly allocation"
2062-02-01,100002127,87,MA,Contribution,777.00,1011095.68,"Monthly allocation"
2062-02-01,100002128,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-02-01,100002129,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-02-01,100002130,87,Excess,Payout In,74.00,212903.71,"Partial payout credited to excess"
2062-03-01,100002131,87,OA,Contribution,74.00,1227649.98,"Monthly allocation"
2062-03-01,100002132,87,MA,Contribution,777.00,1011872.68,"Monthly allocation"
2062-03-01,100002133,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-03-01,100002134,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-03-01,100002135,87,Excess,Payout In,74.00,212977.71,"Partial payout credited to excess"
2062-04-01,100002136,87,OA,Contribution,74.00,1227723.98,"Monthly allocation"
2062-04-01,100002137,87,MA,Contribution,777.00,1012649.68,"Monthly allocation"
2062-04-01,100002138,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-04-01,100002139,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-04-01,100002140,87,Excess,Payout In,74.00,213051.71,"Partial payout credited to excess"
2062-05-01,100002141,87,OA,Contribution,74.00,1227797.98,"Monthly allocation"
2062-05-01,100002142,87,MA,Contribution,777.00,1013426.68,"Monthly allocation"
2062-05-01,100002143,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-05-01,100002144,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-05-01,100002145,87,Excess,Payout In,74.00,213125.71,"Partial payout credited to excess"
2062-06-01,100002146,87,OA,Contribution,74.00,1227871.98,"Monthly allocation"
2062-06-01,100002147,87,MA,Contribution,777.00,1014203.68,"Monthly allocation"
2062-06-01,100002148,87,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-06-01,100002149,87,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-06-01,100002150,87,Excess,Payout In,74.00,213199.71,"Partial payout credited to excess"
2062-07-01,100002151,88,OA,Contribution,74.00,1227945.98,"Monthly allocation"
2062-07-01,100002152,88,MA,Contribution,777.00,1014980.68,"Monthly allocation"
2062-07-01,100002153,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-07-01,100002154,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-07-01,100002155,88,Excess,Payout In,74.00,213273.71,"Partial payout credited to excess"
2062-08-01,100002156,88,OA,Contribution,74.00,1228019.98,"Monthly allocation"
2062-08-01,100002157,88,MA,Contribution,777.00,1015757.68,"Monthly allocation"
2062-08-01,100002158,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-08-01,100002159,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-08-01,100002160,88,Excess,Payout In,74.00,213347.71,"Partial payout credited to excess"
2062-09-01,100002161,88,OA,Contribution,74.00,1228093.98,"Monthly allocation"
2062-09-01,100002162,88,MA,Contribution,777.00,1016534.68,"Monthly allocation"
2062-09-01,100002163,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-09-01,100002164,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-09-01,100002165,88,Excess,Payout In,74.00,213421.71,"Partial payout credited to excess"
2062-10-01,100002166,88,OA,Contribution,74.00,1228167.98,"Monthly allocation"
2062-10-01,100002167,88,MA,Contribution,777.00,1017311.68,"Monthly allocation"
2062-10-01,100002168,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-10-01,100002169,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-10-01,100002170,88,Excess,Payout In,74.00,213495.71,"Partial payout credited to excess"
2062-11-01,100002171,88,OA,Contribution,74.00,1228241.98,"Monthly allocation"
2062-11-01,100002172,88,MA,Contribution,777.00,1018088.68,"Monthly allocation"
2062-11-01,100002173,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-11-01,100002174,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2062-11-01,100002175,88,Excess,Payout In,74.00,213569.71,"Partial payout credited to excess"
2062-12-01,100002176,88,OA,Contribution,74.00,1228315.98,"Monthly allocation"
2062-12-01,100002177,88,MA,Contribution,777.00,1018865.68,"Monthly allocation"
2062-12-01,100002178,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2062-12-01,100002179,88,OA,Interest,49132.64,1277448.62,"Annual base interest"
2062-12-01,100002180,88,MA,Interest,40754.63,1059620.30,"Annual base interest"
2062-12-01,100002181,88,RA,Interest,2.96,76.96,"Annual base + extra interest"
2062-12-01,100002182,88,RA,Extra Interest,900.00,976.96,"Annual base + extra interest"
2062-12-01,100002183,88,RA,Payout,930.00,46.96,"Monthly payout from RA"
2062-12-01,100002184,88,Excess,Payout In,930.00,214499.71,"Monthly payout credited to excess"
2063-01-01,100002185,88,OA,Contribution,74.00,1277522.62,"Monthly allocation"
2063-01-01,100002186,88,MA,Contribution,777.00,1060397.30,"Monthly allocation"
2063-01-01,100002187,88,RA,Contribution,74.00,120.96,"Monthly allocation"
2063-01-01,100002188,88,RA,Payout,120.96,0.00,"Partial payout from RA"
2063-01-01,100002189,88,Excess,Payout In,120.96,214620.67,"Partial payout credited to excess"
2063-02-01,100002190,88,OA,Contribution,74.00,1277596.62,"Monthly allocation"
2063-02-01,100002191,88,MA,Contribution,777.00,1061174.30,"Monthly allocation"
2063-02-01,100002192,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-02-01,100002193,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-02-01,100002194,88,Excess,Payout In,74.00,214694.67,"Partial payout credited to excess"
2063-03-01,100002195,88,OA,Contribution,74.00,1277670.62,"Monthly allocation"
2063-03-01,100002196,88,MA,Contribution,777.00,1061951.30,"Monthly allocation"
2063-03-01,100002197,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-03-01,100002198,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-03-01,100002199,88,Excess,Payout In,74.00,214768.67,"Partial payout credited to excess"
2063-04-01,100002200,88,OA,Contribution,74.00,1277744.62,"Monthly allocation"
2063-04-01,100002201,88,MA,Contribution,777.00,1062728.30,"Monthly allocation"
2063-04-01,100002202,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-04-01,100002203,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-04-01,100002204,88,Excess,Payout In,74.00,214842.67,"Partial payout credited to excess"
2063-05-01,100002205,88,OA,Contribution,74.00,1277818.62,"Monthly allocation"
2063-05-01,100002206,88,MA,Contribution,777.00,1063505.30,"Monthly allocation"
2063-05-01,100002207,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-05-01,100002208,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-05-01,100002209,88,Excess,Payout In,74.00,214916.67,"Partial payout credited to excess"
2063-06-01,100002210,88,OA,Contribution,74.00,1277892.62,"Monthly allocation"
2063-06-01,100002211,88,MA,Contribution,777.00,1064282.30,"Monthly allocation"
2063-06-01,100002212,88,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-06-01,100002213,88,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-06-01,100002214,88,Excess,Payout In,74.00,214990.67,"Partial payout credited to excess"
2063-07-01,100002215,89,OA,Contribution,74.00,1277966.62,"Monthly allocation"
2063-07-01,100002216,89,MA,Contribution,777.00,1065059.30,"Monthly allocation"
2063-07-01,100002217,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-07-01,100002218,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-07-01,100002219,89,Excess,Payout In,74.00,215064.67,"Partial payout credited to excess"
2063-08-01,100002220,89,OA,Contribution,74.00,1278040.62,"Monthly allocation"
2063-08-01,100002221,89,MA,Contribution,777.00,1065836.30,"Monthly allocation"
2063-08-01,100002222,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-08-01,100002223,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-08-01,100002224,89,Excess,Payout In,74.00,215138.67,"Partial payout credited to excess"
2063-09-01,100002225,89,OA,Contribution,74.00,1278114.62,"Monthly allocation"
2063-09-01,100002226,89,MA,Contribution,777.00,1066613.30,"Monthly allocation"
2063-09-01,100002227,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-09-01,100002228,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-09-01,100002229,89,Excess,Payout In,74.00,215212.67,"Partial payout credited to excess"
2063-10-01,100002230,89,OA,Contribution,74.00,1278188.62,"Monthly allocation"
2063-10-01,100002231,89,MA,Contribution,777.00,1067390.30,"Monthly allocation"
2063-10-01,100002232,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-10-01,100002233,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-10-01,100002234,89,Excess,Payout In,74.00,215286.67,"Partial payout credited to excess"
2063-11-01,100002235,89,OA,Contribution,74.00,1278262.62,"Monthly allocation"
2063-11-01,100002236,89,MA,Contribution,777.00,1068167.30,"Monthly allocation"
2063-11-01,100002237,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-11-01,100002238,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2063-11-01,100002239,89,Excess,Payout In,74.00,215360.67,"Partial payout credited to excess"
2063-12-01,100002240,89,OA,Contribution,74.00,1278336.62,"Monthly allocation"
2063-12-01,100002241,89,MA,Contribution,777.00,1068944.30,"Monthly allocation"
2063-12-01,100002242,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2063-12-01,100002243,89,OA,Interest,51133.46,1329470.09,"Annual base interest"
2063-12-01,100002244,89,MA,Interest,42757.77,1111702.08,"Annual base interest"
2063-12-01,100002245,89,RA,Interest,2.96,76.96,"Annual base + extra interest"
2063-12-01,100002246,89,RA,Extra Interest,900.00,976.96,"Annual base + extra interest"
2063-12-01,100002247,89,RA,Payout,930.00,46.96,"Monthly payout from RA"
2063-12-01,100002248,89,Excess,Payout In,930.00,216290.67,"Monthly payout credited to excess"
2064-01-01,100002249,89,OA,Contribution,74.00,1329544.09,"Monthly allocation"
2064-01-01,100002250,89,MA,Contribution,777.00,1112479.08,"Monthly allocation"
2064-01-01,100002251,89,RA,Contribution,74.00,120.96,"Monthly allocation"
2064-01-01,100002252,89,RA,Payout,120.96,0.00,"Partial payout from RA"
2064-01-01,100002253,89,Excess,Payout In,120.96,216411.63,"Partial payout credited to excess"
2064-02-01,100002254,89,OA,Contribution,74.00,1329618.09,"Monthly allocation"
2064-02-01,100002255,89,MA,Contribution,777.00,1113256.08,"Monthly allocation"
2064-02-01,100002256,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-02-01,100002257,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-02-01,100002258,89,Excess,Payout In,74.00,216485.63,"Partial payout credited to excess"
2064-03-01,100002259,89,OA,Contribution,74.00,1329692.09,"Monthly allocation"
2064-03-01,100002260,89,MA,Contribution,777.00,1114033.08,"Monthly allocation"
2064-03-01,100002261,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-03-01,100002262,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-03-01,100002263,89,Excess,Payout In,74.00,216559.63,"Partial payout credited to excess"
2064-04-01,100002264,89,OA,Contribution,74.00,1329766.09,"Monthly allocation"
2064-04-01,100002265,89,MA,Contribution,777.00,1114810.08,"Monthly allocation"
2064-04-01,100002266,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-04-01,100002267,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-04-01,100002268,89,Excess,Payout In,74.00,216633.63,"Partial payout credited to excess"
2064-05-01,100002269,89,OA,Contribution,74.00,1329840.09,"Monthly allocation"
2064-05-01,100002270,89,MA,Contribution,777.00,1115587.08,"Monthly allocation"
2064-05-01,100002271,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-05-01,100002272,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-05-01,100002273,89,Excess,Payout In,74.00,216707.63,"Partial payout credited to excess"
2064-06-01,100002274,89,OA,Contribution,74.00,1329914.09,"Monthly allocation"
2064-06-01,100002275,89,MA,Contribution,777.00,1116364.08,"Monthly allocation"
2064-06-01,100002276,89,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-06-01,100002277,89,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-06-01,100002278,89,Excess,Payout In,74.00,216781.63,"Partial payout credited to excess"
2064-07-01,100002279,90,OA,Contribution,74.00,1329988.09,"Monthly allocation"
2064-07-01,100002280,90,MA,Contribution,777.00,1117141.08,"Monthly allocation"
2064-07-01,100002281,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-07-01,100002282,90,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-07-01,100002283,90,Excess,Payout In,74.00,216855.63,"Partial payout credited to excess"
2064-08-01,100002284,90,OA,Contribution,74.00,1330062.09,"Monthly allocation"
2064-08-01,100002285,90,MA,Contribution,777.00,1117918.08,"Monthly allocation"
2064-08-01,100002286,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-08-01,100002287,90,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-08-01,100002288,90,Excess,Payout In,74.00,216929.63,"Partial payout credited to excess"
2064-09-01,100002289,90,OA,Contribution,74.00,1330136.09,"Monthly allocation"
2064-09-01,100002290,90,MA,Contribution,777.00,1118695.08,"Monthly allocation"
2064-09-01,100002291,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-09-01,100002292,90,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-09-01,100002293,90,Excess,Payout In,74.00,217003.63,"Partial payout credited to excess"
2064-10-01,100002294,90,OA,Contribution,74.00,1330210.09,"Monthly allocation"
2064-10-01,100002295,90,MA,Contribution,777.00,1119472.08,"Monthly allocation"
2064-10-01,100002296,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-10-01,100002297,90,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-10-01,100002298,90,Excess,Payout In,74.00,217077.63,"Partial payout credited to excess"
2064-11-01,100002299,90,OA,Contribution,74.00,1330284.09,"Monthly allocation"
2064-11-01,100002300,90,MA,Contribution,777.00,1120249.08,"Monthly allocation"
2064-11-01,100002301,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-11-01,100002302,90,RA,Payout,74.00,0.00,"Partial payout from RA"
2064-11-01,100002303,90,Excess,Payout In,74.00,217151.63,"Partial payout credited to excess"
2064-12-01,100002304,90,OA,Contribution,74.00,1330358.09,"Monthly allocation"
2064-12-01,100002305,90,MA,Contribution,777.00,1121026.08,"Monthly allocation"
2064-12-01,100002306,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2064-12-01,100002307,90,OA,Interest,53214.32,1383572.41,"Annual base interest"
2064-12-01,100002308,90,MA,Interest,44841.04,1165867.12,"Annual base interest"
2064-12-01,100002309,90,RA,Interest,2.96,76.96,"Annual base + extra interest"
2064-12-01,100002310,90,RA,Extra Interest,900.00,976.96,"Annual base + extra interest"
2064-12-01,100002311,90,RA,Payout,930.00,46.96,"Monthly payout from RA"
2064-12-01,100002312,90,Excess,Payout In,930.00,218081.63,"Monthly payout credited to excess"
2065-01-01,100002313,90,OA,Contribution,74.00,1383646.41,"Monthly allocation"
2065-01-01,100002314,90,MA,Contribution,777.00,1166644.12,"Monthly allocation"
2065-01-01,100002315,90,RA,Contribution,74.00,120.96,"Monthly allocation"
2065-01-01,100002316,90,RA,Payout,120.96,0.00,"Partial payout from RA"
2065-01-01,100002317,90,Excess,Payout In,120.96,218202.59,"Partial payout credited to excess"
2065-02-01,100002318,90,OA,Contribution,74.00,1383720.41,"Monthly allocation"
2065-02-01,100002319,90,MA,Contribution,777.00,1167421.12,"Monthly allocation"
2065-02-01,100002320,90,RA,Contribution,74.00,74.00,"Monthly allocation"
2065-02-01,100002321,90,RA,Payout,74.00,0.00,"Partial payout from RA"
2065-02-01,100002322,90,Excess,Payout In,74.00,218276.59,"Partial payout credited to excess"
2065-03-01,100002323,90,OA,Contribution,74.00,1383794.41,"Monthly allocation"
2065-03-01,100002324,90,MA,Contribution,777.00,1168198.12,"Monthly allocation"
2065-03-01,100002325,90,RA,Contribution,74.00,74.00,"Monthly allocation"
